Site,Longitude,Latitude,Elevation,species,Type,Type2,D,H,Ac,Soil,potential evotranspiration (mm d-1),potential evotranspiration (mm month-1),actual evotranspoiration(mm d-1),Gst,MT,MP,MP1,Solar,MI,R
316,5.531111111,49.00194444,375,Fagus sylvatica*,deciduous,angiosperm,0.252886513,21.06578947,NA,661.2511,1.216762,14.601144,1.216762,10.025,10.025,81.75,981,121.5833333,5.598876362,NA
316,5.531111111,49.00194444,375,Fraxinus excelsior*,deciduous,angiosperm,0.295678571,NA,NA,661.2511,1.216762,14.601144,1.216762,10.025,10.025,81.75,981,121.5833333,5.598876362,NA
316,5.531111111,49.00194444,375,Populus nigra*,deciduous,angiosperm,0.32485,NA,NA,661.2511,1.216762,14.601144,1.216762,10.025,10.025,81.75,981,121.5833333,5.598876362,NA
316,5.531111111,49.00194444,375,Prunus avium*,deciduous,angiosperm,0.266230769,NA,NA,661.2511,1.216762,14.601144,1.216762,10.025,10.025,81.75,981,121.5833333,5.598876362,NA
316,5.531111111,49.00194444,375,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.630575,NA,NA,661.2511,1.216762,14.601144,1.216762,10.025,10.025,81.75,981,121.5833333,5.598876362,NA
317,1.366111111,49.00416667,175,Carpinus betulus*,deciduous,angiosperm,0.117345455,NA,NA,339.4699,1.212978,14.555736,1.212978,10.98333333,10.98333333,48.5,582,122.0833333,3.332019762,NA
317,1.366111111,49.00416667,175,Fagus sylvatica*,deciduous,angiosperm,0.142933756,17.59885057,NA,339.4699,1.212978,14.555736,1.212978,10.98333333,10.98333333,48.5,582,122.0833333,3.332019762,NA
317,1.366111111,49.00416667,175,Quercus petraea*,deciduous,angiosperm,0.335484746,24.1,NA,339.4699,1.212978,14.555736,1.212978,10.98333333,10.98333333,48.5,582,122.0833333,3.332019762,NA
318,4.033333333,49.005,175,Alnus glutinosa*,deciduous,angiosperm,0.057,NA,NA,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,NA
318,4.033333333,49.005,175,Betula pendula*,deciduous,angiosperm,0.084198598,14.63,NA,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,NA
318,4.033333333,49.005,175,Carpinus betulus*,deciduous,angiosperm,0.089848485,NA,NA,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,NA
318,4.033333333,49.005,175,Corylus avellana*,deciduous,angiosperm,0.060833333,NA,NA,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,NA
318,4.033333333,49.005,175,Fagus sylvatica*,deciduous,angiosperm,0.124910683,14.93181818,NA,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,NA
318,4.033333333,49.005,175,Ilex aquifolium,evergreen,angiosperm,0.05325,NA,NA,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,NA
318,4.033333333,49.005,175,Other broadleaves,deciduous,angiosperm,0.078,NA,NA,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,NA
318,4.033333333,49.005,175,Quercus petraea*,deciduous,angiosperm,0.428588235,25.31049383,20.7930649,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,1.916803727
318,4.033333333,49.005,175,Salix caprea,deciduous,angiosperm,0.087307692,NA,NA,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,NA
318,4.033333333,49.005,175,Sorbus aria,deciduous,angiosperm,0.063,NA,NA,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,NA
318,4.033333333,49.005,175,Sorbus aucuparia,deciduous,angiosperm,0.108,NA,10.4837642,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,NA
318,4.033333333,49.005,175,Sorbus torminalis,deciduous,angiosperm,0.0858,NA,NA,362.036,1.240495,14.88594,1.240495,11.075,11.075,48,576,123.8333333,3.224519244,NA
319,7.016388889,49.00555556,325,Fagus sylvatica*,deciduous,angiosperm,0.146316794,18.10215827,NA,670.821,1.244203,14.930436,1.244203,10.19166667,10.19166667,71.25,855,124.25,4.772131236,NA
319,7.016388889,49.00555556,325,Quercus petraea*,deciduous,angiosperm,0.395771283,28.54393939,NA,670.821,1.244203,14.930436,1.244203,10.19166667,10.19166667,71.25,855,124.25,4.772131236,NA
320,2.3975,49.00611111,75,Carpinus betulus*,deciduous,angiosperm,0.144268456,18.74931507,20.72746324,670.821,1.244203,14.930436,1.244203,10.99166667,10.99166667,56.58333333,679,122.8333333,3.789797788,7.66283303
320,2.3975,49.00611111,75,Fagus sylvatica*,deciduous,angiosperm,0.251388889,NA,NA,670.821,1.244203,14.930436,1.244203,10.99166667,10.99166667,56.58333333,679,122.8333333,3.789797788,NA
320,2.3975,49.00611111,75,Fraxinus excelsior*,deciduous,angiosperm,0.165,NA,NA,670.821,1.244203,14.930436,1.244203,10.99166667,10.99166667,56.58333333,679,122.8333333,3.789797788,NA
320,2.3975,49.00611111,75,Prunus avium*,deciduous,angiosperm,0.102333333,NA,NA,670.821,1.244203,14.930436,1.244203,10.99166667,10.99166667,56.58333333,679,122.8333333,3.789797788,NA
320,2.3975,49.00611111,75,Quercus petraea*,deciduous,angiosperm,0.393125,25.015625,NA,670.821,1.244203,14.930436,1.244203,10.99166667,10.99166667,56.58333333,679,122.8333333,3.789797788,NA
320,2.3975,49.00611111,75,Quercus petraea_or_robur,deciduous,angiosperm,0.437475,29.80181818,7.163125,670.821,1.244203,14.930436,1.244203,10.99166667,10.99166667,56.58333333,679,122.8333333,3.789797788,0.549422612
320,2.3975,49.00611111,75,Tilia cordata,deciduous,angiosperm,0.095333333,NA,NA,670.821,1.244203,14.930436,1.244203,10.99166667,10.99166667,56.58333333,679,122.8333333,3.789797788,NA
320,2.3975,49.00611111,75,NA,NA,NA,0.35504712,25.80645161,NA,670.821,1.244203,14.930436,1.244203,10.99166667,10.99166667,56.58333333,679,122.8333333,3.789797788,NA
321,4.9475,49.01027778,475,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.331982186,23.28034483,NA,630.3701,1.247598,14.971176,1.247598,10.61666667,10.61666667,66.41666667,797,123.0833333,4.436302577,NA
322,3.205833333,49.01333333,125,Betula pendula*,deciduous,angiosperm,0.153,NA,NA,482.0495,1.216637,14.599644,1.216637,10.54166667,10.54166667,58.66666667,704,123.25,4.018362822,NA
322,3.205833333,49.01333333,125,Carpinus betulus*,deciduous,angiosperm,0.175684211,NA,NA,482.0495,1.216637,14.599644,1.216637,10.54166667,10.54166667,58.66666667,704,123.25,4.018362822,NA
322,3.205833333,49.01333333,125,Fagus sylvatica*,deciduous,angiosperm,0.336789238,29.63372093,NA,482.0495,1.216637,14.599644,1.216637,10.54166667,10.54166667,58.66666667,704,123.25,4.018362822,NA
322,3.205833333,49.01333333,125,Fraxinus excelsior*,deciduous,angiosperm,0.452066667,32.33076923,NA,482.0495,1.216637,14.599644,1.216637,10.54166667,10.54166667,58.66666667,704,123.25,4.018362822,NA
322,3.205833333,49.01333333,125,Prunus avium*,deciduous,angiosperm,0.467842105,31.75384615,NA,482.0495,1.216637,14.599644,1.216637,10.54166667,10.54166667,58.66666667,704,123.25,4.018362822,NA
322,3.205833333,49.01333333,125,Quercus petraea_or_robur,deciduous,angiosperm,0.377,30.76,NA,482.0495,1.216637,14.599644,1.216637,10.54166667,10.54166667,58.66666667,704,123.25,4.018362822,NA
322,3.205833333,49.01333333,125,NA,NA,NA,0.31475,28.25,NA,482.0495,1.216637,14.599644,1.216637,10.54166667,10.54166667,58.66666667,704,123.25,4.018362822,NA
323,-0.8175,49.01444444,75,Fagus sylvatica*,deciduous,angiosperm,0.367568022,25.33759398,NA,662.6447,1.161153,13.933836,1.161153,10.30833333,10.30833333,95.91666667,1151,120.4166667,6.883722951,NA
323,-0.8175,49.01444444,75,Sorbus aucuparia,deciduous,angiosperm,0.056,NA,NA,662.6447,1.161153,13.933836,1.161153,10.30833333,10.30833333,95.91666667,1151,120.4166667,6.883722951,NA
324,5.170833333,49.01694444,225,Carpinus betulus*,deciduous,angiosperm,0.187466667,NA,NA,690.8122,1.217533,14.610396,1.217533,10.125,10.125,82,984,122.8333333,5.61244199,NA
324,5.170833333,49.01694444,225,Fagus sylvatica*,deciduous,angiosperm,0.340917431,30.11176471,NA,690.8122,1.217533,14.610396,1.217533,10.125,10.125,82,984,122.8333333,5.61244199,NA
324,5.170833333,49.01694444,225,Prunus avium*,deciduous,angiosperm,0.084666667,NA,NA,690.8122,1.217533,14.610396,1.217533,10.125,10.125,82,984,122.8333333,5.61244199,NA
324,5.170833333,49.01694444,225,Quercus petraea*,deciduous,angiosperm,0.403756757,29.35820896,NA,690.8122,1.217533,14.610396,1.217533,10.125,10.125,82,984,122.8333333,5.61244199,NA
325,2.324166667,49.01722222,125,Acer pseudoplatanus*,deciduous,angiosperm,0.048,NA,NA,554.4532,1.202955,14.43546,1.202955,10.425,10.425,62.25,747,122.25,4.312297634,NA
325,2.324166667,49.01722222,125,Carpinus betulus*,deciduous,angiosperm,0.143733333,NA,NA,554.4532,1.202955,14.43546,1.202955,10.425,10.425,62.25,747,122.25,4.312297634,NA
325,2.324166667,49.01722222,125,Fagus sylvatica*,deciduous,angiosperm,0.29633871,27.35151515,NA,554.4532,1.202955,14.43546,1.202955,10.425,10.425,62.25,747,122.25,4.312297634,NA
325,2.324166667,49.01722222,125,Fraxinus excelsior*,deciduous,angiosperm,0.053,NA,NA,554.4532,1.202955,14.43546,1.202955,10.425,10.425,62.25,747,122.25,4.312297634,NA
325,2.324166667,49.01722222,125,NA,NA,NA,0.06,NA,NA,554.4532,1.202955,14.43546,1.202955,10.425,10.425,62.25,747,122.25,4.312297634,NA
325,2.324166667,49.01722222,125,Prunus avium*,deciduous,angiosperm,0.0596,NA,NA,554.4532,1.202955,14.43546,1.202955,10.425,10.425,62.25,747,122.25,4.312297634,NA
325,2.324166667,49.01722222,125,Quercus petraea_or_robur,deciduous,angiosperm,0.3982,30.1,NA,554.4532,1.202955,14.43546,1.202955,10.425,10.425,62.25,747,122.25,4.312297634,NA
325,2.324166667,49.01722222,125,NA,NA,NA,0.3482,27.35,NA,554.4532,1.202955,14.43546,1.202955,10.425,10.425,62.25,747,122.25,4.312297634,NA
326,1.710833333,49.01805556,225,Fagus sylvatica*,deciduous,angiosperm,0.445491103,29.71686747,NA,455.31,1.212373,14.548476,1.212373,10.75833333,10.75833333,62.25,747,121.75,4.278798687,NA
326,1.710833333,49.01805556,225,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.416833333,29.75185185,NA,455.31,1.212373,14.548476,1.212373,10.75833333,10.75833333,62.25,747,121.75,4.278798687,NA
327,0.453888889,49.02388889,75,Betula pendula*,deciduous,angiosperm,0.1235,NA,NA,599.579,1.190566,14.286792,1.190566,10.475,10.475,64.75,777,122.3333333,4.532158094,NA
327,0.453888889,49.02388889,75,Betula pubescens*,deciduous,angiosperm,0.122438356,NA,NA,599.579,1.190566,14.286792,1.190566,10.475,10.475,64.75,777,122.3333333,4.532158094,NA
327,0.453888889,49.02388889,75,Fagus sylvatica*,deciduous,angiosperm,0.146666667,NA,NA,599.579,1.190566,14.286792,1.190566,10.475,10.475,64.75,777,122.3333333,4.532158094,NA
327,0.453888889,49.02388889,75,Pinus sylvestris*,evergreen,gymnosperm,0.21222042,21.49166667,NA,599.579,1.190566,14.286792,1.190566,10.475,10.475,64.75,777,122.3333333,4.532158094,NA
327,0.453888889,49.02388889,75,Populus tremula*,deciduous,angiosperm,0.0515,NA,NA,599.579,1.190566,14.286792,1.190566,10.475,10.475,64.75,777,122.3333333,4.532158094,NA
327,0.453888889,49.02388889,75,Quercus petraea*,deciduous,angiosperm,0.1296,NA,NA,599.579,1.190566,14.286792,1.190566,10.475,10.475,64.75,777,122.3333333,4.532158094,NA
327,0.453888889,49.02388889,75,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.079105263,NA,NA,599.579,1.190566,14.286792,1.190566,10.475,10.475,64.75,777,122.3333333,4.532158094,NA
328,20.18027778,49.03527778,1025,Abies alba*,evergreen,gymnosperm,0.354,22.5,NA,717.2431,1.102693,13.232316,1.067808,9.475,5.166666667,86.83333333,1042,124.3333333,6.562217327,NA
328,20.18027778,49.03527778,1025,Betula pendula*,deciduous,angiosperm,0.1875,17.4,NA,717.2431,1.102693,13.232316,1.067808,9.475,5.166666667,86.83333333,1042,124.3333333,6.562217327,NA
328,20.18027778,49.03527778,1025,Betula pubescens*,deciduous,angiosperm,0.1865,NA,NA,717.2431,1.102693,13.232316,1.067808,9.475,5.166666667,86.83333333,1042,124.3333333,6.562217327,NA
328,20.18027778,49.03527778,1025,Larix decidua*,deciduous,gymnosperm,0.449377907,28.44418605,NA,717.2431,1.102693,13.232316,1.067808,9.475,5.166666667,86.83333333,1042,124.3333333,6.562217327,NA
328,20.18027778,49.03527778,1025,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.228588517,19.49033816,NA,717.2431,1.102693,13.232316,1.067808,9.475,5.166666667,86.83333333,1042,124.3333333,6.562217327,NA
328,20.18027778,49.03527778,1025,Pinus sylvestris*,evergreen,gymnosperm,0.447333333,23.76666667,NA,717.2431,1.102693,13.232316,1.067808,9.475,5.166666667,86.83333333,1042,124.3333333,6.562217327,NA
329,22.19472222,49.03555556,575,Fagus sylvatica*,deciduous,angiosperm,0.176077889,13.50783505,NA,674.8495,1.199024,14.388288,1.174526,11.45555556,8.05,72.58333333,871,124.3333333,5.044612211,NA
329,22.19472222,49.03555556,575,Larix decidua*,deciduous,gymnosperm,0.345573333,20.61428571,NA,674.8495,1.199024,14.388288,1.174526,11.45555556,8.05,72.58333333,871,124.3333333,5.044612211,NA
329,22.19472222,49.03555556,575,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.2166,18,NA,674.8495,1.199024,14.388288,1.174526,11.45555556,8.05,72.58333333,871,124.3333333,5.044612211,NA
329,22.19472222,49.03555556,575,Pinus sylvestris*,evergreen,gymnosperm,0.325833333,20.42,NA,674.8495,1.199024,14.388288,1.174526,11.45555556,8.05,72.58333333,871,124.3333333,5.044612211,NA
329,22.19472222,49.03555556,575,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.268705882,18.575,NA,674.8495,1.199024,14.388288,1.174526,11.45555556,8.05,72.58333333,871,124.3333333,5.044612211,NA
330,18.50055556,49.03583333,875,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.306107438,NA,NA,569.1089,1.150836,13.810032,1.120055,10.54444444,7.316666667,74.41666667,893,121,5.388594803,NA
331,18.49833333,49.03611111,825,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.353708333,30.49583333,NA,569.1971,1.170869,14.050428,1.142785,10.94444444,7.7,72.41666667,869,121.75,5.154054145,NA
332,15.45638889,49.0975,575,Fraxinus excelsior*,deciduous,angiosperm,0.238,24.25,NA,549.4069,1.196945,14.36334,1.184747,11.43333333,8.35,49.91666667,599,123.0833333,3.475282676,NA
332,15.45638889,49.0975,575,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.319396887,28.62461538,NA,549.4069,1.196945,14.36334,1.184747,11.43333333,8.35,49.91666667,599,123.0833333,3.475282676,NA
333,15.26444444,49.10027778,625,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.371160643,31.22679045,NA,681.6729,1.159492,13.913904,1.143225,10.6,7.541666667,56.16666667,674,121.5,4.036729495,NA
334,8.643611111,49.10277778,475,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.45852,35.88333333,NA,681.6729,1.159492,13.913904,1.143225,10.84166667,10.84166667,56,672,126.5833333,4.024751069,NA
335,8.704444444,49.10305556,75,Carpinus betulus*,deciduous,angiosperm,0.32,24.2,NA,475.1397,1.260933,15.131196,1.260933,10.425,10.425,63.25,759,127.25,4.180105789,NA
335,8.704444444,49.10305556,75,Fagus sylvatica*,deciduous,angiosperm,0.179401961,21.68,NA,475.1397,1.260933,15.131196,1.260933,10.425,10.425,63.25,759,127.25,4.180105789,NA
335,8.704444444,49.10305556,75,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.353622222,25.48,NA,475.1397,1.260933,15.131196,1.260933,10.425,10.425,63.25,759,127.25,4.180105789,NA
335,8.704444444,49.10305556,75,Tilia cordata,deciduous,angiosperm,0.2345,24.1,NA,475.1397,1.260933,15.131196,1.260933,10.425,10.425,63.25,759,127.25,4.180105789,NA
336,8.701944444,49.10361111,75,Carpinus betulus*,deciduous,angiosperm,0.2495,NA,NA,490.0922,1.260929,15.131148,1.260929,10.425,10.425,63.25,759,127.25,4.18011905,NA
336,8.701944444,49.10361111,75,Fagus sylvatica*,deciduous,angiosperm,0.344311475,28.65,NA,490.0922,1.260929,15.131148,1.260929,10.425,10.425,63.25,759,127.25,4.18011905,NA
337,7.695833333,49.11694444,625,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.352531482,25.89898649,NA,624.6474,1.216391,14.596692,1.214655,9.6,9.6,83.08333333,997,120.4166667,5.69192892,NA
338,7.633333333,49.1175,575,Fagus sylvatica*,deciduous,angiosperm,0.256031937,21.03615635,NA,609.4214,1.203869,14.446428,1.199511,9.258333333,9.258333333,84.25,1011,120.5,5.831891454,NA
339,7.271944444,49.11805556,525,Fagus sylvatica*,deciduous,angiosperm,0.138326087,16.41875,NA,394.7961,1.246791,14.961492,1.246791,9.783333333,9.783333333,64.08333333,769,124.1666667,4.2832181,NA
339,7.271944444,49.11805556,525,Quercus petraea*,deciduous,angiosperm,0.442729949,30.75228426,NA,394.7961,1.246791,14.961492,1.246791,9.783333333,9.783333333,64.08333333,769,124.1666667,4.2832181,NA
340,8.020277778,49.11833333,125,Carpinus betulus*,deciduous,angiosperm,0.158415681,15.69924812,NA,509.9962,1.247432,14.969184,1.247432,10.54166667,10.54166667,60.58333333,727,125.25,4.047203464,NA
340,8.020277778,49.11833333,125,Fagus sylvatica*,deciduous,angiosperm,0.184991228,17.13050847,NA,509.9962,1.247432,14.969184,1.247432,10.54166667,10.54166667,60.58333333,727,125.25,4.047203464,NA
340,8.020277778,49.11833333,125,Other broadleaves,deciduous,angiosperm,0.075,6.85,NA,509.9962,1.247432,14.969184,1.247432,10.54166667,10.54166667,60.58333333,727,125.25,4.047203464,NA
340,8.020277778,49.11833333,125,Pinus sylvestris*,evergreen,gymnosperm,0.550416667,32.2,25.806875,509.9962,1.247432,14.969184,1.247432,10.54166667,10.54166667,60.58333333,727,125.25,4.047203464,1.456089166
340,8.020277778,49.11833333,125,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.444503196,30.80645161,NA,509.9962,1.247432,14.969184,1.247432,10.54166667,10.54166667,60.58333333,727,125.25,4.047203464,NA
341,7.304444444,49.11861111,525,Fagus sylvatica*,deciduous,angiosperm,0.245218182,16.01454545,NA,571.8019,1.24285,14.9142,1.241668,9.433333333,9.433333333,80.58333333,967,124.75,5.403128115,NA
341,7.304444444,49.11861111,525,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.281,17.3,NA,571.8019,1.24285,14.9142,1.241668,9.433333333,9.433333333,80.58333333,967,124.75,5.403128115,NA
341,7.304444444,49.11861111,525,Pinus sylvestris*,evergreen,gymnosperm,0.410608021,27.21470588,NA,571.8019,1.24285,14.9142,1.241668,9.433333333,9.433333333,80.58333333,967,124.75,5.403128115,NA
342,49.66722222,49.13361111,NA,Fagus sylvatica*,deciduous,angiosperm,0.221910448,17.52631579,NA,125.6814,1.446458,17.357496,0.6183991,17.75714286,8.35,18.5,222,144.8333333,1.065821937,NA
342,49.66722222,49.13361111,NA,Picea abies (P. excelsa)*,evergreen,gymnosperm,0.297713615,22.49122807,NA,125.6814,1.446458,17.357496,0.6183991,17.75714286,8.35,18.5,222,144.8333333,1.065821937,NA
342,49.66722222,49.13361111,NA,Sorbus aucuparia,deciduous,angiosperm,0.241,NA,NA,125.6814,1.446458,17.357496,0.6183991,17.75714286,8.35,18.5,222,144.8333333,1.065821937,NA
343,49.75555556,49.13388889,NA,Abies alba*,evergreen,gymnosperm,0.280857143,23,NA,125.6814,1.446458,17.357496,0.6183991,17.74285714,8.316666667,18.75,225,146.3333333,1.080224936,NA
343,49.75555556,49.13388889,NA,Acer pseudoplatanus*,deciduous,angiosperm,0.1797,21,NA,125.6814,1.446458,17.357496,0.6183991,17.74285714,8.316666667,18.75,225,146.3333333,1.080224936,NA
343,49.75555556,49.13388889,NA,Alnus glutinosa*,deciduous,angiosperm,0.212,NA,NA,125.6814,1.446458,17.357496,0.6183991,17.74285714,8.316666667,18.75,225,146.3333333,1.080224936,NA
343,49.75555556,49.13388889,NA,Betula pendula*,deciduous,angiosperm,0.332,NA,NA,125.6814,1.446458,17.357496,0.6183991,17.74285714,8.316666667,18.75,225,146.3333333,1.080224936,NA
343,49.75555556,49.13388889,NA,Fagus sylvatica*,deciduous,angiosperm,0.210434783,20.75,NA,125.6814,1.446458,17.357496,0.6183991,17.74285714,8.316666667,18.75,225,146.3333333,1.080224936,NA
343,49.75555556,49.13388889,NA,Larix decidua*,deciduous,gymnosperm,0.3885,NA,NA,125.6814,1.446458,17.357496,0.6183991,17.74285714,8.316666667,18.75,225,146.3333333,1.080224936,NA
343,49.75555556,49.13388889,NA,Pinus sylvestris*,evergreen,gymnosperm,0.292683824,21.96153846,NA,125.6814,1.446458,17.357496,0.6183991,17.74285714,8.316666667,18.75,225,146.3333333,1.080224936,NA
343,49.75555556,49.13388889,NA,Populus tremula*,deciduous,angiosperm,0.4115,NA,NA,125.6814,1.446458,17.357496,0.6183991,17.74285714,8.316666667,18.75,225,146.3333333,1.080224936,NA
343,49.75555556,49.13388889,NA,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,0.174,NA,NA,125.6814,1.446458,17.357496,0.6183991,17.74285714,8.316666667,18.75,225,146.3333333,1.080224936,NA
343,49.75555556,49.13388889,NA,Sorbus aucuparia,deciduous,angiosperm,0.263,NA,NA,125.6814,1.446458,17.357496,0.6183991,17.74285714,8.316666667,18.75,225,146.3333333,1.080224936,NA
