Site,lon,lat,species,Type,Type2,PFTs,D,H,Ac,R,Gst,MI,ppfd,Database
84,10.87,42.00694444,Quercus pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.494,NA,NA,NA,NA,NA,NA,ICP
84,10.87,42.00694444,Arbutus unedo,evergreen,angiosperm,Evergreen angiosperm,0.109178571,NA,NA,NA,NA,NA,NA,ICP
84,10.87,42.00694444,Erica arborea,evergreen,angiosperm,Evergreen angiosperm,0.078,NA,NA,NA,NA,NA,NA,ICP
84,10.87,42.00694444,Myrtus communis,evergreen,angiosperm,Evergreen angiosperm,0.034555556,NA,NA,NA,NA,NA,NA,ICP
84,10.87,42.00694444,Phyllyrea angustifolia,evergreen,angiosperm,Evergreen angiosperm,NA,NA,NA,NA,NA,NA,NA,ICP
84,10.87,42.00694444,Quercus ilex*,evergreen,angiosperm,Evergreen angiosperm,0.118647673,15.19454545,NA,NA,NA,NA,NA,ICP
84,10.87,42.00694444,Quercus suber*,evergreen,angiosperm,Evergreen angiosperm,0.191,NA,NA,NA,NA,NA,NA,ICP
84,10.87,42.00694444,Pinus halepensis*,evergreen,gymnosperm,Evergreen gymnosperm,0.041,NA,26.12012019,NA,NA,NA,NA,ICP
85,-4.133611111,42.00916667,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.122142857,9.77826087,NA,NA,11.41666667,1.926060922,31.344192,ICP
85,-4.133611111,42.00916667,Quercus petraea*,deciduous,angiosperm,Deciduous angiosperm,0.236103896,18.03059361,NA,NA,11.41666667,1.926060922,31.344192,ICP
86,-5.2,42.00944444,Quercus pyrenaica (Q. toza)*,deciduous,angiosperm,Deciduous angiosperm,0.110621302,8.648717949,23.1669351,24.21464364,12.425,1.61587403,32.8401648,ICP
87,1.298333333,42.01305556,Juniperus communis,evergreen,gymnosperm,Evergreen gymnosperm,0.09,2.7,NA,NA,13.56666667,1.874852904,31.2729552,ICP
87,1.298333333,42.01305556,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.372367601,17.32767857,NA,NA,13.56666667,1.874852904,31.2729552,ICP
87,1.298333333,42.01305556,Pinus uncinata*,evergreen,gymnosperm,Evergreen gymnosperm,0.270666667,15.63571429,NA,NA,13.56666667,1.874852904,31.2729552,ICP
88,1.601388889,42.01333333,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.270740741,12.08333333,NA,NA,12.2,2.339125915,31.08773952,ICP
88,1.601388889,42.01333333,Pinus uncinata*,evergreen,gymnosperm,Evergreen gymnosperm,0.250364204,14,NA,NA,12.2,2.339125915,31.08773952,ICP
89,1.931388889,42.01416667,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.275634372,19.13442623,NA,NA,12.5,3.108149416,31.47241824,ICP
90,-8.261944444,42.01722222,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.176888889,11.25142857,NA,NA,10.16666667,7.633772306,28.2810096,ICP
90,-8.261944444,42.01722222,Pinus pinaster*,evergreen,gymnosperm,Evergreen gymnosperm,0.417234927,20.34185185,NA,NA,10.16666667,7.633772306,28.2810096,ICP
90,-8.261944444,42.01722222,Pinus radiata (P.insignis)*,evergreen,gymnosperm,Evergreen gymnosperm,0.22,7.3,NA,NA,10.16666667,7.633772306,28.2810096,ICP
91,8.265555556,42.01916667,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.057,NA,NA,NA,NA,NA,NA,ICP
91,8.265555556,42.01916667,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.06475,NA,112.9000083,NA,NA,NA,NA,ICP
91,8.265555556,42.01916667,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.099055556,NA,16.889275,NA,NA,NA,NA,ICP
91,8.265555556,42.01916667,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.142923077,NA,NA,NA,NA,NA,NA,ICP
91,8.265555556,42.01916667,Pinus nigra*,evergreen,gymnosperm,Evergreen gymnosperm,0.529890724,38.62178571,NA,NA,NA,NA,NA,ICP
92,-1.000277778,42.02083333,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.471721612,31.14578755,NA,NA,12.71666667,1.990006384,32.14204416,ICP
93,1.864444444,42.02555556,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.10325,NA,NA,NA,13.05,2.117076215,31.38693408,ICP
93,1.864444444,42.02555556,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.10387234,NA,NA,NA,13.05,2.117076215,31.38693408,ICP
93,1.864444444,42.02555556,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.054,NA,NA,NA,13.05,2.117076215,31.38693408,ICP
93,1.864444444,42.02555556,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.367556283,24.69525547,NA,NA,13.05,2.117076215,31.38693408,ICP
93,1.864444444,42.02555556,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.07,NA,NA,NA,13.05,2.117076215,31.38693408,ICP
94,2.867222222,42.02583333,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.221642857,NA,6.404291667,NA,16.1,2.710470013,29.67725088,ICP
94,2.867222222,42.02583333,Sorbus aria,deciduous,angiosperm,Deciduous angiosperm,0.165,NA,4.651125,NA,16.1,2.710470013,29.67725088,ICP
94,2.867222222,42.02583333,"Ulmus glabra (U. scabra, U. scaba, U. montana)",deciduous,angiosperm,Deciduous angiosperm,0.159571429,NA,NA,NA,16.1,2.710470013,29.67725088,ICP
94,2.867222222,42.02583333,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.434172816,30.45174825,19.35445536,1.463882084,16.1,2.710470013,29.67725088,ICP
95,-4.893611111,43.00027778,Quercus ilex*,evergreen,angiosperm,Evergreen angiosperm,0.315214522,7.687681159,NA,NA,7.358333333,5.477370705,27.61138368,ICP
96,26.90083333,43.00027778,Populus hybrides*,deciduous,angiosperm,Deciduous angiosperm,0.28117,27.6,NA,NA,11.74545455,2.662533908,27.02724192,ICP
97,27.05166667,43.00055556,Acer campestre*,deciduous,angiosperm,Deciduous angiosperm,0.3135,15.5,13.23353,2.723368833,11.4,2.549538148,27.069984,ICP
97,27.05166667,43.00055556,Quercus cerris*,deciduous,angiosperm,Deciduous angiosperm,0.451897436,23.52820513,NA,NA,11.4,2.549538148,27.069984,ICP
97,27.05166667,43.00055556,Quercus frainetto (Q. conferta)*,deciduous,angiosperm,Deciduous angiosperm,0.442842105,22.65131579,NA,NA,11.4,2.549538148,27.069984,ICP
98,20.29166667,43.00055556,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.372490566,23.87735849,NA,NA,11.70833333,3.716088825,25.8589584,ICP
99,-0.261388889,43.00083333,Alnus glutinosa*,deciduous,angiosperm,Deciduous angiosperm,0.079,NA,16.04634578,NA,10.91666667,5.334843694,24.12078048,ICP
99,-0.261388889,43.00083333,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.065954545,NA,NA,NA,10.91666667,5.334843694,24.12078048,ICP
99,-0.261388889,43.00083333,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.068490196,NA,NA,NA,10.91666667,5.334843694,24.12078048,ICP
99,-0.261388889,43.00083333,Corylus avellana*,deciduous,angiosperm,Deciduous angiosperm,0.06375,NA,NA,NA,10.91666667,5.334843694,24.12078048,ICP
99,-0.261388889,43.00083333,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.06075,NA,20.0076875,NA,10.91666667,5.334843694,24.12078048,ICP
99,-0.261388889,43.00083333,Populus hybrides*,deciduous,angiosperm,Deciduous angiosperm,0.373,NA,12.1184375,NA,10.91666667,5.334843694,24.12078048,ICP
99,-0.261388889,43.00083333,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.36417704,26.03091603,NA,NA,10.91666667,5.334843694,24.12078048,ICP
99,-0.261388889,43.00083333,"Ulmus minor (U. campestris, U. carpinifolia)",deciduous,angiosperm,Deciduous angiosperm,0.064,NA,21.83518507,NA,10.91666667,5.334843694,24.12078048,ICP
100,19.7575,43.00138889,Pinus sylvestris*,evergreen,gymnosperm,Evergreen gymnosperm,0.169045455,18.56136364,NA,NA,10.84545455,5.744949825,26.84202624,ICP
101,-0.796388889,43.00194444,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.132016949,12.4699187,6.488188542,3.94121519,8.925,9.267511758,22.795776,ICP
101,-0.796388889,43.00194444,Corylus avellana*,deciduous,angiosperm,Deciduous angiosperm,0.055678571,NA,6.702005172,NA,8.925,9.267511758,22.795776,ICP
101,-0.796388889,43.00194444,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.066,NA,NA,NA,8.925,9.267511758,22.795776,ICP
101,-0.796388889,43.00194444,Prunus avium*,deciduous,angiosperm,Deciduous angiosperm,0.213444444,NA,NA,NA,8.925,9.267511758,22.795776,ICP
101,-0.796388889,43.00194444,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.322424779,25.07252747,NA,NA,8.925,9.267511758,22.795776,ICP
101,-0.796388889,43.00194444,Tilia cordata,deciduous,angiosperm,Deciduous angiosperm,0.111916667,NA,NA,NA,8.925,9.267511758,22.795776,ICP
102,13.29388889,43.00305556,Acer campestre*,deciduous,angiosperm,Deciduous angiosperm,0.052193548,NA,NA,NA,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Acer pseudoplatanus*,deciduous,angiosperm,Deciduous angiosperm,0.076932143,10.41,NA,NA,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Alnus glutinosa*,deciduous,angiosperm,Deciduous angiosperm,NA,NA,NA,NA,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Carpinus betulus*,deciduous,angiosperm,Deciduous angiosperm,0.047300971,NA,NA,NA,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Corylus avellana*,deciduous,angiosperm,Deciduous angiosperm,0.037060976,NA,NA,NA,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Fraxinus ornus*,deciduous,angiosperm,Deciduous angiosperm,0.046913588,10.16428571,14.37719952,30.15079626,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Malus domestica,deciduous,angiosperm,Deciduous angiosperm,0.0382,NA,NA,NA,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.03995,NA,NA,NA,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Quercus cerris*,deciduous,angiosperm,Deciduous angiosperm,0.156947779,19.29259259,NA,NA,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Quercus pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.108253394,12.4,NA,NA,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Sorbus aucuparia,deciduous,angiosperm,Deciduous angiosperm,0.063,NA,NA,NA,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Sorbus domestica,deciduous,angiosperm,Deciduous angiosperm,0.0515,NA,NA,NA,11.43333333,3.643474394,26.38611072,ICP
102,13.29388889,43.00305556,Sorbus torminalis,deciduous,angiosperm,Deciduous angiosperm,0.045143396,6.9,NA,NA,11.43333333,3.643474394,26.38611072,ICP
103,-5.836111111,43.00361111,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.393333333,20.38,NA,NA,9.95,4.04702456,25.81621632,ICP
103,-5.836111111,43.00361111,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.272258852,19.57824176,NA,NA,9.95,4.04702456,25.81621632,ICP
104,10.50944444,43.00444444,Fraxinus ornus*,deciduous,angiosperm,Deciduous angiosperm,0.068077994,12.68723404,17.52852163,20.2941837,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Malus domestica,deciduous,angiosperm,Deciduous angiosperm,0.15925,12.55,NA,NA,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Ostrya carpinifolia*,deciduous,angiosperm,Deciduous angiosperm,0.1908,16.55,NA,NA,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.284551724,28.57333333,NA,NA,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Prunus avium*,deciduous,angiosperm,Deciduous angiosperm,0.110428571,NA,NA,NA,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Pyrus communis,deciduous,angiosperm,Deciduous angiosperm,0.091974359,9.5,NA,NA,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Quercus cerris*,deciduous,angiosperm,Deciduous angiosperm,0.199222222,NA,NA,NA,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Quercus petraea_or_robur,deciduous,angiosperm,Deciduous angiosperm,0.506727273,34.1,NA,NA,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Quercus pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.225877551,15.26818182,NA,NA,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Sorbus torminalis,deciduous,angiosperm,Deciduous angiosperm,0.084901235,10.8,NA,NA,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,"Ulmus minor (U. campestris, U. carpinifolia)",deciduous,angiosperm,Deciduous angiosperm,0.130666667,11.85,NA,NA,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Arbutus unedo,evergreen,angiosperm,Evergreen angiosperm,0.128746939,12.84333333,NA,NA,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Quercus ilex*,evergreen,angiosperm,Evergreen angiosperm,0.149884768,15.31545455,22.81783654,9.940015779,NA,NA,30.30413472,ICP
104,10.50944444,43.00444444,Pinus pinaster*,evergreen,gymnosperm,Evergreen gymnosperm,0.2738,NA,NA,NA,NA,NA,30.30413472,ICP
105,12.46583333,43.005,Acer opalus,deciduous,angiosperm,Deciduous angiosperm,0.0496,NA,18.36447115,NA,13.4,3.367407741,29.33531424,ICP
105,12.46583333,43.005,Fraxinus ornus*,deciduous,angiosperm,Deciduous angiosperm,0.0415,5.25,NA,NA,13.4,3.367407741,29.33531424,ICP
105,12.46583333,43.005,Ostrya carpinifolia*,deciduous,angiosperm,Deciduous angiosperm,0.104097561,11.29411765,NA,NA,13.4,3.367407741,29.33531424,ICP
105,12.46583333,43.005,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.052916667,NA,NA,NA,13.4,3.367407741,29.33531424,ICP
105,12.46583333,43.005,Prunus avium*,deciduous,angiosperm,Deciduous angiosperm,0.0594,NA,NA,NA,13.4,3.367407741,29.33531424,ICP
105,12.46583333,43.005,Quercus cerris*,deciduous,angiosperm,Deciduous angiosperm,0.259631347,27.09661017,NA,NA,13.4,3.367407741,29.33531424,ICP
105,12.46583333,43.005,Quercus pubescens*,deciduous,angiosperm,Deciduous angiosperm,0.162,NA,NA,NA,13.4,3.367407741,29.33531424,ICP
105,12.46583333,43.005,Sorbus domestica,deciduous,angiosperm,Deciduous angiosperm,0.048333333,5.65,NA,NA,13.4,3.367407741,29.33531424,ICP
105,12.46583333,43.005,Sorbus torminalis,deciduous,angiosperm,Deciduous angiosperm,0.0355,NA,29.41862981,NA,13.4,3.367407741,29.33531424,ICP
106,-8.971111111,43.00555556,Eucalyptus sp.*,evergreen,angiosperm,Evergreen angiosperm,0.1158,13.5,NA,NA,13.38333333,7.107113736,25.65949536,ICP
107,11.73833333,43.00722222,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.412093023,31.06549708,NA,NA,14.025,2.081504583,29.16434592,ICP
107,11.73833333,43.00722222,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.041285714,3.2,NA,NA,14.025,2.081504583,29.16434592,ICP
108,2.448333333,43.00888889,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.0688,NA,NA,NA,10.44166667,3.694098793,27.11272608,ICP
108,2.448333333,43.00888889,Corylus avellana*,deciduous,angiosperm,Deciduous angiosperm,0.05875,NA,NA,NA,10.44166667,3.694098793,27.11272608,ICP
108,2.448333333,43.00888889,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.0793125,NA,4.74925,NA,10.44166667,3.694098793,27.11272608,ICP
108,2.448333333,43.00888889,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.066846154,NA,8.0698,NA,10.44166667,3.694098793,27.11272608,ICP
108,2.448333333,43.00888889,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.061066667,NA,5.495,NA,10.44166667,3.694098793,27.11272608,ICP
108,2.448333333,43.00888889,Prunus avium*,deciduous,angiosperm,Deciduous angiosperm,0.054,NA,NA,NA,10.44166667,3.694098793,27.11272608,ICP
108,2.448333333,43.00888889,Ilex aquifolium,evergreen,angiosperm,Evergreen angiosperm,0.070333333,NA,9.089178571,NA,10.44166667,3.694098793,27.11272608,ICP
108,2.448333333,43.00888889,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.065666667,NA,NA,NA,10.44166667,3.694098793,27.11272608,ICP
108,2.448333333,43.00888889,Abies grandis,evergreen,gymnosperm,Evergreen gymnosperm,0.057666667,NA,NA,NA,10.44166667,3.694098793,27.11272608,ICP
108,2.448333333,43.00888889,Pseudotsuga menziesii*,evergreen,gymnosperm,Evergreen gymnosperm,0.544688333,40.85173913,45.4809375,2.043952436,10.44166667,3.694098793,27.11272608,ICP
109,-3.998333333,43.00888889,Quercus faginea*,deciduous,angiosperm,Deciduous angiosperm,0.429090909,5.15,NA,NA,11.15,4.076793993,26.22938976,ICP
109,-3.998333333,43.00888889,Quercus ilex*,evergreen,angiosperm,Evergreen angiosperm,0.178415418,5.473972603,NA,NA,11.15,4.076793993,26.22938976,ICP
110,-0.9,43.00944444,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.098357143,NA,NA,NA,8.333333333,9.928655565,23.37991776,ICP
110,-0.9,43.00944444,Corylus avellana*,deciduous,angiosperm,Deciduous angiosperm,0.055529412,NA,NA,NA,8.333333333,9.928655565,23.37991776,ICP
110,-0.9,43.00944444,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.051,NA,NA,NA,8.333333333,9.928655565,23.37991776,ICP
110,-0.9,43.00944444,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.069842105,NA,12.67025682,NA,8.333333333,9.928655565,23.37991776,ICP
110,-0.9,43.00944444,Salix sp.,deciduous,angiosperm,Deciduous angiosperm,0.054666667,NA,8.794575781,NA,8.333333333,9.928655565,23.37991776,ICP
110,-0.9,43.00944444,Tilia cordata,deciduous,angiosperm,Deciduous angiosperm,0.090666667,NA,13.98313958,NA,8.333333333,9.928655565,23.37991776,ICP
110,-0.9,43.00944444,Pseudotsuga menziesii*,evergreen,gymnosperm,Evergreen gymnosperm,0.279714754,24.7869258,38.06835694,5.490679469,8.333333333,9.928655565,23.37991776,ICP
111,2.637222222,43.01055556,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.264773295,18.89887218,NA,NA,13.15833333,3.093956898,28.4234832,ICP
112,2.441944444,43.0125,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.105333333,NA,NA,NA,10.18333333,4.473442322,27.11272608,ICP
112,2.441944444,43.0125,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.370816327,24.00365854,NA,NA,10.18333333,4.473442322,27.11272608,ICP
112,2.441944444,43.0125,Picea abies (P. excelsa)*,evergreen,gymnosperm,Evergreen gymnosperm,0.388102228,24.61127273,NA,NA,10.18333333,4.473442322,27.11272608,ICP
113,-2.856111111,43.0125,Quercus robur (Q. pedunculata)*,deciduous,angiosperm,Deciduous angiosperm,0.173333333,11,NA,NA,11.15,5.908802023,24.89013792,ICP
113,-2.856111111,43.0125,Robinia pseudoacacia*,deciduous,angiosperm,Deciduous angiosperm,0.102222222,8,NA,NA,11.15,5.908802023,24.89013792,ICP
113,-2.856111111,43.0125,Pinus radiata (P.insignis)*,evergreen,gymnosperm,Evergreen gymnosperm,0.505878594,32.05365854,NA,NA,11.15,5.908802023,24.89013792,ICP
114,-0.849722222,43.0175,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.259658065,27.25163636,NA,NA,10.68333333,8.793563916,23.03798112,ICP
114,-0.849722222,43.0175,Fraxinus excelsior*,deciduous,angiosperm,Deciduous angiosperm,0.251702703,23.78947368,NA,NA,10.68333333,8.793563916,23.03798112,ICP
114,-0.849722222,43.0175,Prunus avium*,deciduous,angiosperm,Deciduous angiosperm,0.266533333,NA,NA,NA,10.68333333,8.793563916,23.03798112,ICP
114,-0.849722222,43.0175,Quercus petraea_or_robur,deciduous,angiosperm,Deciduous angiosperm,0.438291667,28.88235294,NA,NA,10.68333333,8.793563916,23.03798112,ICP
114,-0.849722222,43.0175,NA,NA,NA,NA,0.21175,23,NA,NA,10.68333333,8.793563916,23.03798112,ICP
115,0.026666667,43.01777778,Betula pendula*,deciduous,angiosperm,Deciduous angiosperm,0.12,NA,NA,NA,8.316666667,7.156064609,24.49121184,ICP
115,0.026666667,43.01777778,Castanea sativa (C. vesca)*,deciduous,angiosperm,Deciduous angiosperm,0.083,NA,NA,NA,8.316666667,7.156064609,24.49121184,ICP
115,0.026666667,43.01777778,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.195703571,24.8266881,NA,NA,8.316666667,7.156064609,24.49121184,ICP
115,0.026666667,43.01777778,Salix caprea,deciduous,angiosperm,Deciduous angiosperm,0.056,NA,NA,NA,8.316666667,7.156064609,24.49121184,ICP
115,0.026666667,43.01777778,Abies alba*,evergreen,gymnosperm,Evergreen gymnosperm,0.113333333,NA,31.95124444,NA,8.316666667,7.156064609,24.49121184,ICP
116,2.410555556,43.01833333,Fagus sylvatica*,deciduous,angiosperm,Deciduous angiosperm,0.483662338,29.62697674,NA,NA,11.50833333,4.144860073,27.11272608,ICP
116,2.410555556,43.01833333,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.079,NA,21.75706,NA,11.50833333,4.144860073,27.11272608,ICP
116,2.410555556,43.01833333,Quercus petraea_or_robur,deciduous,angiosperm,Deciduous angiosperm,0.344428571,NA,41.33403482,NA,11.50833333,4.144860073,27.11272608,ICP
117,15.88972222,43.01972222,Pinus halepensis*,evergreen,gymnosperm,Evergreen gymnosperm,0.171769231,8.323668639,NA,NA,NA,NA,NA,ICP
118,-1.056388889,43.02,Other broadleaves,deciduous,angiosperm,Deciduous angiosperm,0.062954545,NA,4.749296726,NA,8.4,12.78042526,24.03529632,ICP
118,-1.056388889,43.02,Pinus pinaster*,evergreen,gymnosperm,Evergreen gymnosperm,0.326121853,18.68134328,5.180076471,0.850252992,8.4,12.78042526,24.03529632,ICP
119,-8.975,43.02222222,Eucalyptus sp.*,evergreen,angiosperm,Evergreen angiosperm,0.113092784,10.4442953,NA,NA,13.175,8.012241137,25.65949536,ICP
120,26.07555556,44.00055556,Quercus cerris*,deciduous,angiosperm,Deciduous angiosperm,0.211739759,17.9745098,NA,NA,12.58333333,2.353193873,27.15546816,ICP
120,26.07555556,44.00055556,Quercus frainetto (Q. conferta)*,deciduous,angiosperm,Deciduous angiosperm,0.094285714,NA,NA,NA,12.58333333,2.353193873,27.15546816,ICP
121,25.30916667,44.00083333,Quercus cerris*,deciduous,angiosperm,Deciduous angiosperm,0.217595785,18.53695652,NA,NA,13.47272727,2.262709171,27.4974048,ICP
